"licensee_name","licence_number","premises_address","grade","demerit_points","suspension_start_date","suspension_end_date"
"SF INVESTMENT HOLDING PTE. LTD.","C79122C001","BLK 431 CLEMENTI AVENUE 3 #01-296 SINGAPORE 120431","A","na","na","na"
"SF INVESTMENT HOLDING PTE. LTD.","C79122C002","BLK 431 CLEMENTI AVENUE 3 #01-296 SINGAPORE 120431","B","na","na","na"
"FOOD PAVILION PTE. LTD.","C80185N007","BLK 443 CLEMENTI AVENUE 3 #01-55 SINGAPORE 120443","B","na","na","na"
"FOOD PAVILION PTE. LTD.","C80185N003","BLK 443 CLEMENTI AVENUE 3 #01-55 SINGAPORE 120443","B","na","na","na"
"FOOD PAVILION PTE. LTD.","C80185N005","BLK 443 CLEMENTI AVENUE 3 #01-55 SINGAPORE 120443","B","6","na","na"
"FOOD PAVILION PTE. LTD.","C80185N006","BLK 443 CLEMENTI AVENUE 3 #01-55 SINGAPORE 120443","B","na","na","na"
"TING WAN CHING","C80185N004","BLK 443 CLEMENTI AVENUE 3 #01-55 SINGAPORE 120443","B","6","na","na"
"YEO KIM LEONG","C80185N002","BLK 443 CLEMENTI AVENUE 3 #01-55 SINGAPORE 120443","B","na","na","na"
"AI YONGSHENG","C80172B002","BLK 450 CLEMENTI AVENUE 3 #01-271 SINGAPORE 120450","B","6","na","na"
"AYESHA'S KITCHEN PTE. LTD.","C80172B003","BLK 450 CLEMENTI AVENUE 3 #01-271 SINGAPORE 120450","B","na","na","na"
"BAI JIA SEAFOOD PTE. LTD.","C80172B008","BLK 450 CLEMENTI AVENUE 3 #01-271 SINGAPORE 120450","B","na","na","na"
"FEI SIONG (F&B) HOLDINGS PTE. LTD.","C80172B004","BLK 450 CLEMENTI AVENUE 3 #01-271 SINGAPORE 120450","B","na","na","na"
"GAN TIAP","C80172B009","BLK 450 CLEMENTI AVENUE 3 #01-271 SINGAPORE 120450","B","na","na","na"
"KEN WA FU PTE. LTD.","C80172B001","BLK 450 CLEMENTI AVENUE 3 #01-271 SINGAPORE 120450","B","na","na","na"
"LECHONSG PRIVATE LIMITED","C80172B006","BLK 450 CLEMENTI AVENUE 3 #01-271 SINGAPORE 120450","B","na","na","na"
"S28 HOLDINGS PTE LTD","C80172B010","BLK 450 CLEMENTI AVENUE 3 #01-271 SINGAPORE 120450","B","na","na","na"
"TEY CHOON LIAN","C80172B005","BLK 450 CLEMENTI AVENUE 3 #01-271 SINGAPORE 120450","B","na","na","na"
"MCDONALD'S RESTAURANTS PTE. LTD.","C80184P000","BLK 451 CLEMENTI AVENUE 3 #01-309 SINGAPORE 120451","A","na","na","na"
"BLISSFUL2 FOOD CITY PTE. LTD.","C79137L004","BLK 603 CLEMENTI WEST STREET 1 #01-43 SINGAPORE 120603","B","na","na","na"
"BLISSFUL2 FOOD CITY PTE. LTD.","C79137L002","BLK 603 CLEMENTI WEST STREET 1 #01-43 SINGAPORE 120603","B","na","na","na"
"OW SIEW KHENG","C79137L003","BLK 603 CLEMENTI WEST STREET 1 #01-43 SINGAPORE 120603","B","na","na","na"
"OW SOON CHYE","C79137L001","BLK 603 CLEMENTI WEST STREET 1 #01-43 SINGAPORE 120603","B","na","na","na"
"YAP KOK LIANG, GARY","C79137L006","BLK 603 CLEMENTI WEST STREET 1 #01-43 SINGAPORE 120603","B","na","na","na"
"KURIBARA NAOJI","C80180B004","BLK 710 CLEMENTI WEST STREET 2 #01-247 SINGAPORE 120710","B","na","na","na"
"LEE SUN DEOK NEE KWON","C80180B006","BLK 710 CLEMENTI WEST STREET 2 #01-247 SINGAPORE 120710","B","na","na","na"
"SAPIAH ZAINAL","C80180B005","BLK 710 CLEMENTI WEST STREET 2 #01-247 SINGAPORE 120710","B","na","na","na"
"WENG KWANG (WEST POINT) PTE. LTD.","C80180B010","BLK 710 CLEMENTI WEST STREET 2 #01-247 SINGAPORE 120710","B","na","na","na"
"WENG KWANG (WEST POINT) PTE. LTD.","C80180B007","BLK 710 CLEMENTI WEST STREET 2 #01-247 SINGAPORE 120710","B","na","na","na"
"WENG KWANG (WEST POINT) PTE. LTD.","C80180B001","BLK 710 CLEMENTI WEST STREET 2 #01-247 SINGAPORE 120710","B","na","na","na"
"WENG KWANG (WEST POINT) PTE. LTD.","C80180B003","BLK 710 CLEMENTI WEST STREET 2 #01-247 SINGAPORE 120710","B","na","na","na"
"WENG KWANG (WEST POINT) PTE. LTD.","C80180B008","BLK 710 CLEMENTI WEST STREET 2 #01-247 SINGAPORE 120710","B","na","na","na"
"WENG KWANG (WEST POINT) PTE. LTD.","C80180B009","BLK 710 CLEMENTI WEST STREET 2 #01-247 SINGAPORE 120710","B","na","na","na"
"NG LAI KIAK","C80205X000","BLK 710 CLEMENTI WEST STREET 2 #01-255 SINGAPORE 120710","B","na","na","na"
"GOURMET STREET (210) PTE. LTD.","C80204V009","BLK 710 CLEMENTI WEST STREET 2 #01-269 SINGAPORE 120710","B","na","na","na"
"GOURMET STREET (210) PTE. LTD.","C80204V008","BLK 710 CLEMENTI WEST STREET 2 #01-269 SINGAPORE 120710","B","na","na","na"
"GOURMET STREET (210) PTE. LTD.","C80204V006","BLK 710 CLEMENTI WEST STREET 2 #01-269 SINGAPORE 120710","B","na","na","na"
"GOURMET STREET (210) PTE. LTD.","C80204V001","BLK 710 CLEMENTI WEST STREET 2 #01-269 SINGAPORE 120710","B","na","na","na"
"GOURMET STREET (210) PTE. LTD.","C80204V003","BLK 710 CLEMENTI WEST STREET 2 #01-269 SINGAPORE 120710","B","na","na","na"
"GOURMET STREET (CW) PTE. LTD.","C80204V002","BLK 710 CLEMENTI WEST STREET 2 #01-269 SINGAPORE 120710","B","6","na","na"
"HONG KAM CHENG","C80204V007","BLK 710 CLEMENTI WEST STREET 2 #01-269 SINGAPORE 120710","B","na","na","na"
"LEE BENG WAH","C80204V005","BLK 710 CLEMENTI WEST STREET 2 #01-269 SINGAPORE 120710","B","na","na","na"
"LEI KIM HUAT @ LIM KIM HUAT","C80204V004","BLK 710 CLEMENTI WEST STREET 2 #01-269 SINGAPORE 120710","B","na","na","na"
"TAN SIEW ENG","C80204V010","BLK 710 CLEMENTI WEST STREET 2 #01-269 SINGAPORE 120710","B","na","na","na"
"CHEONG LOK FOOD MARKETING PTE. LTD.","C82237J008","BLK 727 CLEMENTI WEST STREET 2 #01-294 SINGAPORE 120727","B","na","na","na"
"EE CHYE TECK","C82237J006","BLK 727 CLEMENTI WEST STREET 2 #01-294 SINGAPORE 120727","B","na","na","na"
"PURE COFFEE HOUSE PTE. LTD.","C82237J001","BLK 727 CLEMENTI WEST STREET 2 #01-294 SINGAPORE 120727","B","na","na","na"
"PURE COFFEE HOUSE PTE. LTD.","C82237J009","BLK 727 CLEMENTI WEST STREET 2 #01-294 SINGAPORE 120727","B","na","na","na"
"ZHENG XIUMEI","C82237J003","BLK 727 CLEMENTI WEST STREET 2 #01-294 SINGAPORE 120727","B","na","na","na"
"ZUWITA BINTI IDRIS","CL20160001","CLEMENTI AVE 2 BLK 353 Stall No 01-60","B","4","na","na"
"TOH HARK THOE","CL20166001","CLEMENTI AVE 2 BLK 353 Stall No 01-66","B","na","na","na"
"CHIA PENG YIAK","CL20167001","CLEMENTI AVE 2 BLK 353 Stall No 01-67","A","na","na","na"
"LIM KENG CHEW","CL20168001","CLEMENTI AVE 2 BLK 353 Stall No 01-68","A","na","na","na"
"SOIP BIN MOHD SAJU","CL20169001","CLEMENTI AVE 2 BLK 353 Stall No 01-69","B","na","na","na"
"LOH KHA LING","CL20172002","CLEMENTI AVE 2 BLK 353 Stall No 01-72","A","na","na","na"
"SOH CHEE HUNG","CL20174001","CLEMENTI AVE 2 BLK 353 Stall No 01-74","A","na","na","na"
"RAMZAN BEEVI MEERA MOIDEEN","CL20175001","CLEMENTI AVE 2 BLK 353 Stall No 01-75","B","na","na","na"
"ABDUL MUNEER PAKYARA","CL20176001","CLEMENTI AVE 2 BLK 353 Stall No 01-76","B","na","na","na"
"KADER MYDEEN S/O MUTHU IBRAHIM SAMSUDIN","CL20177001","CLEMENTI AVE 2 BLK 353 Stall No 01-77","B","na","na","na"
"TAN NGIN TOH","CL30101001","CLEMENTI AVE 3 BLK 448 Stall No 01-01","B","na","na","na"
"SAYED ISHAK S/O SAYED","CL30102001","CLEMENTI AVE 3 BLK 448 Stall No 01-02","B","na","na","na"
"ABDUL RAHMAN BIN YAD ALI","CL30103001","CLEMENTI AVE 3 BLK 448 Stall No 01-03","B","na","na","na"
"EASAH BTE MAGEED","CL30104001","CLEMENTI AVE 3 BLK 448 Stall No 01-04","A","na","na","na"
"SITI HALIJAH BINTE ABUL RAHIM","CL30105001","CLEMENTI AVE 3 BLK 448 Stall No 01-05","B","na","na","na"
"JAMILAH BINTE WAHAD","CL30106002","CLEMENTI AVE 3 BLK 448 Stall No 01-06","B","na","na","na"
"GOH SOO FEI","CL30107001","CLEMENTI AVE 3 BLK 448 Stall No 01-07","B","na","na","na"
"KOH TECK CHUAN (XU DECHUAN)","CL30108002","CLEMENTI AVE 3 BLK 448 Stall No 01-08","A","na","na","na"
"SEET HAN SHENG, ADRIAN","CL30109002","CLEMENTI AVE 3 BLK 448 Stall No 01-09","B","na","na","na"
"SEOW LAI HOCK","CL30110001","CLEMENTI AVE 3 BLK 448 Stall No 01-10","A","na","na","na"
"NG BOON OH","CL30111001","CLEMENTI AVE 3 BLK 448 Stall No 01-11","A","na","na","na"
"LEE HIANG THENG","CL30112001","CLEMENTI AVE 3 BLK 448 Stall No 01-12","B","na","na","na"
"LEE CHAN GIN","CL30113001","CLEMENTI AVE 3 BLK 448 Stall No 01-13","B","na","na","na"
"TAN OH NEE","CL30114001","CLEMENTI AVE 3 BLK 448 Stall No 01-14","B","na","na","na"
"TEO KIM HOI","CL30115001","CLEMENTI AVE 3 BLK 448 Stall No 01-15","B","na","na","na"
"SZE CHONG EE","CL30116001","CLEMENTI AVE 3 BLK 448 Stall No 01-16","B","na","na","na"
"LO SIOK TIANG","CL30117001","CLEMENTI AVE 3 BLK 448 Stall No 01-17","B","na","na","na"
"LEE AH HOCK","CL30118001","CLEMENTI AVE 3 BLK 448 Stall No 01-18","B","na","na","na"
"SIM KAH PEE","CL30119002","CLEMENTI AVE 3 BLK 448 Stall No 01-19","B","na","na","na"
"LIM LIH YANN","CL30120001","CLEMENTI AVE 3 BLK 448 Stall No 01-20","A","na","na","na"
"SEAH WEI LIANG, JAMES","CL30121002","CLEMENTI AVE 3 BLK 448 Stall No 01-21","B","na","na","na"
"LEE GUAT HOON","CL30122001","CLEMENTI AVE 3 BLK 448 Stall No 01-22","A","na","na","na"
"KUEH SOO JUAT","CL30123003","CLEMENTI AVE 3 BLK 448 Stall No 01-23","B","na","na","na"
